125.594,0.759589,8.48869
79.2447,0.461365,5.49757
50,0.277289,3.55555
31.5479,0.161046,2.29708
19.9054,0.0892232,1.47513
12.5594,0.0492576,0.94512
7.92447,0.0279488,0.603494
5,0.0167693,0.384222
3.15479,0.0109224,0.24441
1.99054,0.00796132,0.155333
1.25594,0.00618853,0.0987697
