0ppmPS7,,200ppmPS7,,500ppmPS7,,1000ppmPS7,
X,Y,X,Y,X,Y,X,Y
4.47715481,2.558559678,0,19.54416887,0,28.13376843,0,37.96400323
9.522122545,11.15137726,4.978772293,23.36481733,4.96748096,31.00001694,4.954213643,39.97137647
20.42249347,20.32056095,10.30150683,24.13172469,10.02204633,33.10291486,10.0090613,41.8833944
50.19661034,47.062729,20.14133927,30.43703106,19.9985039,37.02230603,19.98537772,45.89822557
99.79435659,79.06671484,49.65857831,50.87999006,49.92731204,49.16223952,49.91573842,56.98831912
199.7034614,110.5300716,100.2141119,65.22816962,99.93945022,70.95439995,99.93507483,73.9130398
,,199.850531,101.0815968,199.7052962,109.2893517,199.8283717,116.065676
