125.594,0.286991,7.62771
79.2447,0.143999,4.84558
50,0.07042,3.07879
31.5479,0.0384425,1.95369
19.9054,0.0209857,1.23675
12.5594,0.0113336,0.784111
7.92447,0.0058774,0.496832
5,0.00289152,0.314244
3.15479,0.00143484,0.198809
1.99054,0.000949997,0.125498
1.25594,0.000373098,0.0792565
