115.07352290001236, 289.9047032959972
145.97210226253702, 519.9711981887491
282.1195566960597, 2102.248080224539
395.55604395046646, 3367.3919355830653
638.4538619200374, 6587.195673910707
684.179117705501, 8882.099301446402
933.3134408116031, 12166.076181404864
1640.7143597035297, 23144.119246675873
2615.918013942261, 33114.04109372618
3468.8376063153746, 44709.34835506127
6553.119511592604, 72774.65963644139
8334.59994367443, 85216.96746736426
15978.84158927589, 127382.67492630541
21465.453425152555, 209870.33560592518
38368.91903439076, 268192.3163037985
